Name,Club,Position,Overall,Predicted Overall
T. BingÃ¶l,Aytemiz Alanyaspor,RW,67,66.3660520245505
Y. Okubo,Cerezo Osaka,CF,65,64.89977552238038
J. Marx,FC Ingolstadt 04,RWB,66,66.17268982101879
F. DiÃ©dhiou,Aytemiz Alanyaspor,CF,69,69.44024798437728
21Â M. QuiÃ±ones,Deportivo Pasto,LB,66,66.5950209648727
21Â Mario Barco,CD MirandÃ©s,CF,66,65.95564143491039
19Â LuisÃ£o,SL Benfica,CB,77,76.89967802690913
J. Jach,Crystal Palace,CB,64,64.49049550205983
J. Walsh,Lincoln City,CB,65,64.98639935964214
21Â V. Parigini,Genoa,CF,68,67.93996719097245
Unai Bilbao,Club AtlÃ©tico de San Luis,CB,71,71.10023330030549
J. Barrett,Bristol Rovers,RW,60,59.51892629148194
Manu Hernando,CD Tondela,CB,65,65.84485490519461
O. Lebedenko,CD Lugo,LB,66,64.473081873778
B. SÃ¦varsson,AC Milan,RB,63,62.89973697632761
A. Vellios,FC Academica Clinceni,CF,65,64.89983737727916
Ãscar Clemente,UniÃ³n Deportiva Las Palmas,LW,64,65.87236647099192
21Â F. NadalÃ­n,Newell's Old Boys,RB,68,67.29802691597908
T. Gardner-Hickman,West Bromwich Albion,RWB,60,59.8997419987894
T. Moore,Heart of Midlothian,CDM,66,66.82454953365928
Felipe Araruna,Reading,RWB,66,65.45717147961584
Willyan,Portimonense SC,CB,71,72.21891788383313
J. Bowery,Mansfield Town,CF,63,63.154277645515734
D. CongrÃ©,Dijon FCO,CB,73,72.89977963597113
J. Asoro,DjurgÃ¥rdens IF,CF,66,66.96789060432387
20Â M. LÃ³pez,Envigado FC,CAM,62,62.10025509249276
C. Watts,Southampton,RW,60,61.29781059710123
Alex AlegrÃ­a,Burgos CF,CF,67,66.90029547483667
J. Clarke,Tottenham Hotspur,RW,67,66.19379078014332
L. Venuti,Fiorentina,RWB,71,70.10248517489183
C. Nunnely,Willem II,RW,68,67.32046800599777
L. Assignon,Stade Rennais FC,RB,62,62.100102660407174
D. Affengruber,SK Sturm Graz,CB,64,62.248924562024094
21Â M. Cranie,Luton Town,CB,66,66.15527443695528
T. Mabasa,Orlando Pirates,CF,69,68.78880342983551
Ezkurdia,Real Sociedad B,CB,68,68.10031273686434
Z. Gano,SV Zulte Waregem,CF,68,68.44564809794403
P. Hofmann,Karlsruher SC,CF,72,71.90029620867351
J. Malatini,Club AtlÃ©tico Talleres,RWB,66,65.72863070712295
M. GarcÃ­a,Club AtlÃ©tico Rentistas,CAM,61,61.1057800967633
A. Sharahili,Al Shabab,CB,68,68.27905423653621
M. JonjiÄ,Shanghai Shenhua FC,CB,73,72.90007951694488
P. Mainka,1. FC Heidenheim 1846,CB,74,73.38004010196424
K. Bafounta,Borussia Dortmund II,CDM,60,60.10016765473548
J. Bottinelli,Arsenal de SarandÃ­,CB,71,71.14865101621578
J. Hahn,AC Milan,CF,67,66.89986154624074
A. Evans,Bristol Rovers,CAM,61,60.8997690742975
N. Sommer,SV Waldhof Mannheim 07,RWB,62,62.56185318843039
S. MÃ¶lders,TSV 1860 MÃ¼nchen,CF,68,67.89988828429955
C. Odoi-Atsem,D.C. United,RB,62,61.1145355194394
C. Olivera,Club AtlÃ©tico PeÃ±arol,CAM,65,64.90355413218165
Clau Mendes,UniÃ³n Deportiva Las Palmas,CF,63,64.29676934921595
U. Bertelli,Olympique de Marseille,CM,60,59.60657352925315
S. Mallon,Bohemian FC,LW,61,61.16422405505341
Relu,Levante UniÃ³n Deportiva,CB,62,62.234500674102925
M. Bokadi,Standard de LiÃ¨ge,CDM,70,70.60996076856449
H. Wahl,Holstein Kiel,CB,73,71.61377231890306
Arratia,Rayo Vallecano,CDM,61,62.686152003520185
F. Aliti,FC ZÃ¼rich,CB,64,64.25170580415754
J. Williams,Barnsley,RWB,67,66.33100075475708
I. Kallon,SC Cambuur,RW,66,65.69036442925447
F. Platte,SC Paderborn 07,CF,67,67.86460567368923
T. Lees,Huddersfield Town,CB,69,69.12444904423567
S. Gnaka,KAS Eupen,LB,64,63.899994620083234
W. Jobello,Coventry City,RW,64,64.05463579637697
M. Galvan,FÃºtbol Club JuÃ¡rez,CF,64,63.04320080372261
L. Blanco,Rosario Central,LB,65,64.22681492725843
V. Theocharis,Panathinaikos FC,RB,64,63.51475915146661
J. Muldoon,Harrogate Town,CF,64,64.39333895296132
A. Niane,FC Sochaux-MontbÃ©liard,CF,67,66.73977914679003
Pedro BrazÃ£o,Futebol Clube de FamalicÃ£o,LW,63,62.04500518495278
R. Vaca,K Beerschot VA,RW,67,67.09979233944412
A. Pitu,FC Farul ConstanÈa,RW,63,63.26429624023188
L. Segovia,Independiente del Valle,CB,68,68.0327521668341
A. Glennon,Burnley,LB,62,61.36625647140964
E. Zidane,Rodez Aveyron Football,CAM,64,64.05615385859545
A. Gnahoua,Morecambe,CF,62,62.100243261367545
C. Makoun,Inter Miami CF,CB,63,63.43374341255831
K. Fujimoto,Gil Vicente FC,LW,66,66.23673955877942
S. Wright,Rangers FC,CAM,67,67.01810924694063
20Â D. Cruz,Puebla FC,RB,60,60.743709187315886
B. Martins Indi,AZ Alkmaar,CB,71,70.56567202679163
C. Awaziem,Aytemiz Alanyaspor,CB,72,72.94808783327333
A. Fuentes,CF Fuenlabrada,CDM,69,68.52468999713584
E. Cabaco,Getafe CF,CB,73,73.90078698513024
M. Daly,Hartlepool United,CAM,59,60.27706395307838
S. Spence,Bristol Rovers,CAM,59,58.948075209832304
E. Chilufya,DjurgÃ¥rdens IF,RW,65,64.90007944805924
L. Tramoni,Cagliari,LW,63,62.056298578148045
S. Perica,Watford,CF,70,69.87165181034754
21Â N. Simon,FC St. Gallen 1879,CAM,58,58.62984038011153
N. Ferguson,Crystal Palace,RB,69,67.56951693651345
H. White,Walsall,RB,61,60.681180268304104
C. Coventry,Peterborough United,CM,60,60.38236851639405
K. Asllani,Empoli,CM,59,57.793457778759745
17Â B. Martin,Clermont Foot 63,CB,70,69.25121284972577
20Â C. Davies,Mansfield Town,CF,62,61.89987735982761
20Â N. Gil,Club Independiente Santa Fe,CB,63,64.73155312506955
F. Schneider,1. FC Union Berlin,CM,58,58.27077344179969
A. Timossi Andersson,SK Austria Klagenfurt,RW,66,65.62388082465753
20Â S. Parker,SpVgg Greuther FÃ¼rth,CF,64,63.397841804762045
Wu Qing,Chongqing Liangjiang Athletic,LW,58,60.06309385493951
A. Amadi-Holloway,Burton Albion,CF,59,59.100139546126584
J. Key,Exeter City,RWB,63,62.6318880069994
T. Endoh,Toronto FC,RW,64,63.4705339699817
21Â S. Nimely,Spartak Moskva,CF,63,62.630206667547164
M. VeljkoviÄ,SV Werder Bremen,CB,73,72.57061246910848
M. Tanlongo,Rosario Central,CAM,61,60.59001436131033
Samir,Udinese Calcio,CB,73,72.63279566383947
16Â N. VidiÄ,Inter,CB,81,81.0924433674862
E. Gyasi,Spezia,RW,67,66.51278656817179
A. Lewis,Newport County,CB,62,62.29559303809762
R. Inglese,Parma,CF,73,73.100093632506
M. Sissako,Standard de LiÃ¨ge,CB,68,68.10029292762906
E. Dixon-Bonner,Liverpool,CAM,57,58.446426123631994
T. Nichols,Crawley Town,RW,63,63.100180172893275
T. Becker,FC Schalke 04,CB,68,67.89983590894245
20Â M. Capuano,Frosinone,CB,72,70.48867588427915
R. Coughlan,St. Patrick's Athletic,CF,62,62.10020029709467
A. Calisir,Silkeborg IF,CB,66,65.63469928345295
M. Harris,Cardiff City,CAM,62,62.564380680144076
H. FriÃ°jÃ³nsson,Holstein Kiel,CF,67,66.9002123818971
21Â A. HodÅ¾iÄ,KasimpaÅa SK,CF,72,72.10017082942313
K. Danso,Racing Club de Lens,CB,73,72.77239727191206
A. Calabresi,Lecce,CB,69,69.52069309312041
G. Honciu,Campionii FC Arges,RW,58,58.099870599016604
S. Èerban,FCSB (Steaua),LB,62,62.10019180703098
Q. Sullivan,Philadelphia Union,CAM,60,59.52776531432485
P. Kotal,ATK Mohun Bagan FC,RB,63,62.89977551814077
Ricard Pujol,SD Ponferradina,LB,64,66.50160128170371
20Â P. PflÃ¼cke,KFC Uerdingen 05,LW,64,64.67942021980714
21Â F. Ourega,FC Sochaux-MontbÃ©liard,LW,67,67.04330857098688
T. Leistner,Sint-Truidense VV,CB,71,70.90420894029305
S. Naruse,Nagoya Grampus,RB,64,62.72521509921634
C. Gasper,Minnesota United FC,LB,68,67.14565217583177
D. Love,Salford City,RWB,63,63.15670747308863
T. Buitink,Vitesse,CF,65,64.39122837427395
E. Olivares,Club Deportivo Jorge Wilstermann,LB,61,60.57003186853914
A. Alipour,Clube Sport MarÃ­timo,CF,66,66.11133770951233
E. GutiÃ©rrez,CF Monterrey ,CDM,65,65.46621645358833
21Â GaztaÃ±aga,FC Viitorul ConstanÈa,CDM,65,64.32234965592401
A. Hoffmann,Fortuna DÃ¼sseldorf,CB,72,71.1603469261116
M. Ibrahimoglu,Heracles Almelo,CAM,62,61.83541625199894
S. Vines,Royal Antwerp FC,LB,66,65.57110116665754
L. Dajaku,Sunderland,CF,66,65.8998600460626
AlcalÃ¡,FC Cartagena,CB,71,70.89966470215796
F. FernÃ¡ndez,Newcastle United,CB,75,75.10006111089193
L. Desmond,St. Patrick's Athletic,CB,63,63.66675131236882
C. Lang,Wigan Athletic,CF,64,64.23126800112436
D. Romney,Nashville SC,CB,67,66.89971097886294
21Â W. RÃ©my,Legia Warszawa,CB,66,66.94213714577029
F. Fofana,PSV,CF,64,64.22554280886878
M. Sauer,MSV Duisburg,RB,63,62.761338434206934
T. Adarabioyo,Fulham,CB,74,74.09979448244103
20Â F. Arancibia,CD O'Higgins,LW,68,68.05661383137502
Juninho,FC Midtjylland,CB,71,70.4859167327341
20Â J. Konings,Heracles Almelo,CF,65,63.347689957019355
S. CÃ³rdova,FC Augsburg,CF,70,69.71236674793964
A. McGowan,Northampton Town,RB,64,64.04409535721429
21Â C. Cockerill-Mollett,Walsall,CB,59,58.961142730071735
21Â S. M'Bakata,FC Sochaux-MontbÃ©liard,RWB,66,65.87024248026557
V. Davidsen,Vejle Boldklub,LB,62,62.234810577159735
S. Ganvoula,VfL Bochum 1848,CF,68,68.09992801953962
G. Marcussen,Silkeborg IF,RW,63,62.75234480329748
J. Okita,N.E.C. Nijmegen,CF,65,65.62588061226096
A. Engin,KasimpaÅa SK,RW,64,63.446769750882034
S. Falette,AtakaÅ Hatayspor,CB,69,69.09972597844438
19Â Felipe,CD Nacional,CB,70,68.90362770076749
N. Burkart,Sport-Club Freiburg,CF,63,63.52584086995562
Y. Marchand,Grenoble Foot 38,CDM,59,62.42925357321224
K. Djidji,Torino F.C.,CB,71,70.32647591421444
21Â R. Sears,Shrewsbury Town,RWB,62,61.33289562155741
G. Coulibaly,SC Bastia,CB,62,61.90023772549289
B. Nsimba,Royal Antwerp FC,CF,62,62.75116502374553
J. Beesley,Rochdale,CF,63,63.162016604641124
21Â Manuel da Costa,BB Erzurumspor,CB,72,72.59499661733383
W. Patching,Dundalk FC,CAM,60,59.90014852931653
Y. Ãeltik,Fortuna Sittard,CAM,61,60.766469026920845
T. Vancooten,Stevenage,CB,64,64.8592403785105
21Â L. KonÃ©,RC Strasbourg Alsace,CB,73,73.53209878494681
S. Pollock,Northampton Town,CAM,56,57.33859588229913
20Â J. Basanta,CF Monterrey ,CB,69,69.10023084630981
21Â O. Pikhalyonok,Shakhtar Donetsk,CM,65,64.86305906169886
L. Rose,Legia Warszawa,CB,66,66.11967658798551
S. Klaas,VfL OsnabrÃ¼ck,CAM,65,65.32350090593029
21Â O. Islas,Gallos Blancos de QuerÃ©taro,RW,65,65.12277154302002
T. Harwood-Bellis,RSC Anderlecht,CB,67,66.57980982660935
L. Chhangte,Chennaiyin FC,LW,61,61.10032353463171
JosÃ© Lara,Real Betis BalompiÃ©,CAM,65,65.14179965772307
L. MagallÃ¡n,RSC Anderlecht,CB,71,71.1554030496791
G. Broadbent,Rochdale,CAM,60,59.89974384216048
M. Kapo,FC Lausanne-Sport,CDM,60,60.00430274989856
21Â F. Balbuena,West Ham United,CB,75,75.28710777418918
Han Pengfei,Guangzhou City,CB,62,62.09973987329185
21Â D. Mendoza,Club AtlÃ©tico HuracÃ¡n,CF,66,65.89976207469094
J. Grounds,Exeter City,CB,62,62.1001894917313
A. Gory,Paris FC,CF,67,67.10017495090622
L. Mabiala,Portland Timbers,CB,72,72.09977976662952
20Â M. Somma,Deportivo de La CoruÃ±a,CB,70,70.04494246369639
M. Baldisimo,Vancouver Whitecaps FC,CM,62,62.16616503210252
M. Merentiel,Defensa y Justicia,CF,68,68.10020642840887
G. Madine,Blackpool,CF,65,64.90034425240592
R. McCourt,Sligo Rovers,LB,59,58.899687462333866
D. Butterworth,Blackburn Rovers,CF,64,64.0584016901535
J. Shaffelburg,Toronto FC,LW,61,60.93018032357759
M. Lackner,SV Ried,CDM,65,64.96223164180519
M. Modolo,Venezia FC,CB,68,67.56546485933718
J. VukoviÄ,Qingdao FC,CB,72,72.10025643643141
G. Zigoni,Venezia FC,CF,66,65.89974566308003
F. Kalig,FC Erzgebirge Aue,CB,65,64.90014231883673
I. Abdulrazak,IFK NorrkÃ¶ping,RW,61,60.4266977285741
C. Bassey,Rangers FC,LB,65,64.49395233604493
A. Buongiorno,Torino F.C.,CB,65,64.86116313013682
I. Angulo,Portimonense SC,RW,64,63.419285968127
21Â J. White,Newcastle United,CAM,59,59.09985355721508
Bressan,FC Dallas,CB,70,69.90018165734945
K. Kristinsson,SÃ¸nderjyskE,CAM,62,62.94433665382385
Dani Escriche,SD Huesca,CF,66,66.49952338924813
H. Roberts,Brighton & Hove Albion,CB,58,58.610669915802006
Y. Larouci,ESTAC Troyes,LB,61,62.23060230584224
A. Jones,Hull City,CB,65,65.80973280404515
B. Wright,Sunderland,CB,68,68.31721796335009
19Â P. Koch,FC St. Gallen 1879,RB,63,62.805756001808625
21Â R. Vincelot,Stevenage,CB,61,60.97099795866717
D. Itter,VfL OsnabrÃ¼ck,RB,63,62.83373556584907
TomÃ¡s Castro,Belenenses SAD,CAM,62,62.09983944019882
21Â M. Briggs,Vejle Boldklub,LB,61,61.392007724199004
G. Marsh,AFC Wimbledon,RB,63,62.721676398333386
M. Gouras,1. FC SaarbrÃ¼cken,LW,65,64.07953442494376
F. Formiliano,Club Necaxa,CB,71,70.60834706076884
Y. Kimoto,Nagoya Grampus,CB,67,66.88634468349218
M. Fofana,Amiens SC,RW,58,59.99525993008314
20Â P. Schorr,FC Carl Zeiss Jena,LB,63,64.34076555464176
N. Pijnaker,AC Milan,CB,64,64.63355796315693
I. Pherai,Borussia Dortmund II,CAM,66,65.71101524534222
21Â S. Tijani,TSV Egger Glas Hartberg,CDM,62,62.10019162944403
08Â P. Kluivert,LOSC Lille,CF,81,80.89972639185571
J. Nilsson,DSC Arminia Bielefeld,CB,73,73.10013134528101
B. Taz,Borussia Dortmund II,CAM,63,63.815727675830665
J. Parker,Burton Albion,RW,61,61.68777830793608
Manu Navarro,Rayo Vallecano,CM,61,60.50498467109962
M. Eisa,Milton Keynes Dons,CF,66,66.01017694600675
O. Camara,AJ Auxerre,CM,60,60.29183593845222
P. Gwargis,MalmÃ¶ FF,CAM,59,58.557987168644075
S. Winnall,Oxford United,CF,64,64.01546563945723
Trabanco,Real Sporting de GijÃ³n,RW,62,61.00965263054623
D. DrÄguÈ,Standard de LiÃ¨ge,CF,65,64.90048056586187
J. Italiano,Borussia MÃ¶nchengladbach,RW,61,60.543429615298756
20Â F. Benko,LASK Linz,CAM,60,58.838230504226104
21Â M. Bagnack,AC Milan,CB,69,69.02112997630924
R. Poole,Lincoln City,CB,63,63.554227954239664
L. Banks,Sligo Rovers,RB,62,61.62027464105864
T. CÄpuÈÄ,AFC Chindia TÃ¢rgoviÈte,RWB,64,63.90020279530384
I. Jansson,Kalmar FF,RW,60,60.08329184787158
L. Davies,Cambridge United,RW,60,59.9850934182347
K. Yuruki,Urawa Red Diamonds,LW,66,65.89975254910867
A. Conte,Universitatea Craiova,CB,64,64.45183155834904
E. Twumasi,FC Dallas,RW,59,60.96175460668274
A. Ferro,Metropolitanos de Caracas FC,CB,66,66.23809087264054
Y. Tatsuta,Shimizu S-Pulse,CDM,65,66.31084716279068
N. Fatar,Angers SCO,CF,61,61.100142784960475
M. Diallo,Grenoble Foot 38,LW,65,64.62859641151317
J. Vokins,Ross County FC,LWB,62,62.83418233884103
08Â A. Recoba,Torino F.C.,CF,86,84.1927805224644
15Â C. Villaluz,Jaguares de Chiapas,RW,62,61.899798499399466
21Â K. Enghardt,Lyngby BK,CB,65,64.31705791133555
18Â E. Franco,Newell's Old Boys,CM,60,59.7695129434541
J. Robson,Lincoln City,LWB,65,65.1001849776294
D. Otto,SSV Jahn Regensburg,CF,67,67.65271670914727
F. Nouble,Colchester United,CF,60,60.10007148459579
TÃ²fol Montiel,Fiorentina,CAM,62,62.363349428933745
T. BÄluÈÄ,Brighton & Hove Albion,CDM,71,70.9001666301019
Jung Sang Bin,Suwon Samsung Bluewings,CAM,62,62.967620136805714
B. Coker,Stevenage,LB,61,60.89999499135942
J. Brown,Drogheda United,RB,60,60.27650156290558
M. Ebiye,TromsÃ¸ IL,CF,61,61.10026699302581
C. Gauseth,MjÃ¸ndalen IF,CM,61,61.09996722783726
R. Clampin,Colchester United,LB,63,62.92944420220488
J. Henderson,St. Mirren,RWB,58,57.89983899960801
21Â F. de Jong,AZ Alkmaar,CAM,60,59.899702969012026
M. Soosairaj,ATK Mohun Bagan FC,RW,58,59.50516514565644
A. Jasic,RZ Pellets Wolfsberger AC,CAM,57,56.94977332476384
Ãscar Gil,SD Amorebieta,CB,64,64.8000923045299
Famana Quizera,Borussia MÃ¶nchengladbach,CAM,63,62.139611591930915
Y. Kallon,Genoa,CAM,65,65.100029572127
21Â M. Bejarano,Club The Strongest,LB,70,69.90023122564713
T. Suengchitthawon,Leicester City,RW,60,60.85799441802336
B. Fofana,Servette FC,RW,63,63.82693631430927
G. Cabral,Pachuca,CB,75,74.89988410245228
J. Obika,Morecambe,CF,64,64.10006336721602
I. Saadi,SC Bastia,CF,65,64.71077118100841
J. van Aken,SV Zulte Waregem,CB,68,69.24557163973193
A. ChindriÈ,Santa Clara,CB,68,68.10015635752448
J. van der Gaag,Belenenses SAD,CAM,61,60.900371419614984
I. Maela,Orlando Pirates,LB,69,68.89988328770194
P. Reyna,FBC Melgar,LB,65,64.67221116878616
21Â H. Clifton,Grimsby Town,CDM,59,61.09562991114967
R. Knoche,1. FC Union Berlin,CB,76,75.89972724978657
I. NÃ¤sberg,VÃ¥lerenga Fotball,CB,66,66.98733373632959
14Â RogÃ©rio Ceni,SÃ£o Paulo,GK,75,74.89994675313892
A. GroiÃ,1. FC SaarbrÃ¼cken,CB,65,65.14861436996017
T. Asta-Buruaga,Universidad CatÃ³lica,CB,66,66.67487317124098
S. Griffin,St. Patrick's Athletic,LB,60,59.021213929402904
I. Sissoko,Chamois Niortais Football Club,CF,67,67.09966763255328
H. Burrows,Peterborough United,LWB,61,59.61044636004749
Y. Otto,Eintracht Braunschweig,CAM,63,62.900176925820254
21Â Z. Ismail,Bradford City,RW,61,61.100274718591606
21Â J. Green,Barnsley,RW,62,61.75763044925109
Lee Seung Woo,Sint-Truidense VV,CAM,66,66.06519021559829
Z. Gordon,Western Sydney Wanderers,CB,66,65.90016085974372
B. Makouana,Montpellier HÃ©rault SC,RW,63,63.091842402133466
L. Å tor,SG Dynamo Dresden,CAM,62,62.49253728331954
Z. Jules,Milton Keynes Dons,CB,64,64.92198149414195
F. AmbrÃ­z,Club LeÃ³n,CM,61,60.59745170201094
19Â D. Perquis,GFC Ajaccio,CB,64,63.91918278342502
S. Duffy,Brighton & Hove Albion,CB,72,71.67528494342704
21Â K. Ishii,Sagan Tosu,CF,64,64.10021504761076
21Â E. Dabo,Valenciennes FC,CB,60,60.38910349834902
20Â T. Heurtaux,US Salernitana 1919,CB,69,68.8793362402836
J. Langfeld,TSV Havelse,RW,59,59.09973259742702
F. Carvalho,Fulham,CAM,67,67.6517243340458
K. Bangunagande,FC Tokyo,LB,62,61.899941903175204
D. Redmond,Wrexham AFC,CAM,58,58.688979186137715
Pablo MarÃ­,Arsenal,CB,76,77.08827833416078
A. Fofana,Dijon FCO,LW,62,62.100278765864914
H. Lindley,Aston Villa,RW,57,57.44896466059677
W. Riveros,Barcelona Sporting Club,CB,70,70.10002946667844
M. MariÄ,Crotone,CF,70,69.68811727837428
R. Germain,Yokohama FC,CF,64,64.039032298307
F. Eboa Eboa,En Avant de Guingamp,CB,65,65.10001988107086
K. Skibicki,Legia Warszawa,RW,62,62.55437162618604
21Â S. Al Sawadi,Al Wehda,RW,62,62.09999811424043
D. Proper,N.E.C. Nijmegen,CDM,65,64.73659468040665
A. Ghareeb,Al Ahli,CAM,66,66.11942728729278
21Â M. Pawelec,ÅlÄsk WrocÅaw,CB,63,63.10018861893754
21Â M. Å krtel,Ä°stanbul BaÅakÅehir FK,CB,78,77.89975341193508
R. PiÃ±eiro,Nashville SC,RW,66,66.97512815196892
Y. Cimignani,AC Ajaccio,CAM,61,60.1599562017741
E. MuÃ§i,Legia Warszawa,CAM,66,65.2611601689116
T. Phete,Belenenses SAD,CB,70,70.82459669433383
R. Devine,St. Johnstone FC,LWB,62,62.208493913006436
Javi Rubio,CD LeganÃ©s,RWB,63,63.10021894069516
21Â Baena,Real Betis BalompiÃ©,RW,63,62.88188707328496
21Â F. Olinga,Royal Excel Mouscron,CAM,66,65.89994582547169
Tiri,ATK Mohun Bagan FC,CB,64,63.83457488425147
D. O'Shea,West Bromwich Albion,CB,71,70.87933537943776
A. TerziÄ,Fiorentina,LB,65,64.86055159279233
A. LÃ³pez,Club AmÃ©rica,LW,60,60.10003697068856
F. SjÃ¸lstad,Molde FK,CDM,62,61.620329916596035
E. Brignola,Benevento,CAM,68,68.26915122577978
K. Watson,Ross County FC,CB,63,63.10027220867296
K. Vassell,Cheltenham Town,CF,65,64.1150437578132
Jorginho,WisÅa PÅock,RW,65,64.89997204975528
21Â E. Koulouris,Toulouse Football Club,CF,69,68.97802468350486
J. Piroe,Swansea City,CF,66,65.69602646180904
21Â V. Cabrera,Houston Dynamo,CB,67,67.54310098480707
H. Badstuber,FC Luzern,CB,67,66.89985447840218
J. Stark,1. FC Heidenheim 1846,CM,59,58.622456139305605
18Â N. Johansson,AIK,CB,73,72.89983799754827
R. HernÃ¡ndez,Atlanta United,RB,64,64.29443559617626
20Â M. Madri,Racing Club de Lens,RW,63,63.37198634170708
O. Malik,Perth Glory,CB,61,61.41002316575863
Verdasca,ÅlÄsk WrocÅaw,CB,66,66.60731012280735
P. Soiri,AC Milan,LW,61,60.50012962297749
Jean Patric,Santa Clara,RW,66,65.89999714703234
M. Kiprit,1. FC Kaiserslautern,CF,64,64.07365570267507
Hugo Duro,Valencia CF,CF,71,70.29971717164032
21Â W. Lautoa,Dijon FCO,CB,69,69.37262743438569
Rodrigo ConceiÃ§Ã£o,Moreirense FC,RB,66,65.57678219180842
B. Klefisch,RB Leipzig,CDM,58,58.711166754763994
D. Sanderson,Birmingham City,CB,66,65.94319668209852
D. Grant,Huddersfield Town,RW,63,62.93321903800071
M. Kumbulla,Roma,CB,75,74.65894011584373
21Â D. PlechatÃ½,AC Sparta Praha,CB,69,68.31420493277635
J. Antiste,Spezia,CF,68,68.04201126742436
O. Hawkins,Mansfield Town,CF,62,62.336992613360344
A. Robertson,Ross County FC,CAM,58,59.97468225919161
S. Sow,AS Saint-Ãtienne,CB,69,67.99813831322079
19Â J. Callsen-Bracker,FC Augsburg,CB,70,69.83410520891482
B. Barry,Stevenage,RB,61,61.457066366886735
D. Falcinelli,Bologna,CF,70,69.8998745183441
B. Aguirre,Club AtlÃ©tico LanÃºs,RB,66,65.45056533760624
18Â J. Straus,Sandecja Nowy SÄcz,LWB,64,63.28869086142738
VÃ­tor Tormena,SC Braga,CB,75,74.89989902253839
R. Ache,Eintracht Frankfurt,CF,68,68.17500968341139
A. Amoo,Hammarby IF,CAM,65,65.10019278794519
21Â D. Wanner,Borussia Dortmund,LW,61,60.58251141188715
A. Bakir,MSV Duisburg,RW,62,63.576619817952775
D. Rowe,Burton Albion,RW,63,62.72948484860167
M. Zylla,ÅlÄsk WrocÅaw,CAM,61,60.83472776018087
Y. AkgÃ¼n,Adana Demirspor,CAM,65,64.84119815538179
M. Litka,F.C. Hansa Rostock,LW,64,64.34946110020653
K. Luckassen,Sepsi OSK Sf. Gheorghe,CF,66,65.89980154537565
J. Cain,Newport County,CAM,59,58.12566347188084
L. Fraser,Columbus Crew,CDM,65,65.1001976318026
L. RÃ¶ser,1. FC Kaiserslautern,CF,63,62.39387045436601
A. Ismajli,Empoli,CB,72,71.49763636191963
E. Chapman,Cheltenham Town,LW,59,59.63575328731369
G. Del Prete,Estudiantes de La Plata,CF,70,69.74962895389534
21Â C. Coleman,Cork City,CDM,57,59.085055390835166
